provider_id,provider_name,provider_type,county,address,npi
PRV0476,Osborn LLC,Specialist,Hays,"94341 Brown Camp Suite 289, Lake David, HI 05929",3218906178
PRV0477,"Harris, Wilson and Miller",Primary Care,Travis,"15638 Michael Pike Apt. 784, Elizabethberg, PR 45143",140023963
PRV0478,Leach PLC,Mental Health,Bexar,"5801 Sanders Ports, Lake Timothyside, IA 90927",3825431619
PRV0479,"Anderson, Schroeder and Wright",Nutritionist,Harris,"88618 Mccann Brook Suite 315, East Rebecca, IA 32671",8838265406
PRV0480,Jefferson-Williams,Nutritionist,Hays,"89587 Angela Pike, West Ian, OK 91077",131666895
PRV0481,Spence Group,Nutritionist,Bexar,"781 Cabrera Circles Apt. 970, West Tyler, IA 10024",6325641326
PRV0482,Nolan PLC,Primary Care,Travis,"12680 Dawn Village Apt. 209, Kellyhaven, NE 71772",2378577120
PRV0483,"Johnson, Barnett and Murphy",Pediatrics,Harris,"1928 Andrea Locks Suite 585, Brendaton, GA 89399",9191405099
PRV0484,Brown Group,Primary Care,Dallas,"15832 Joshua Via, North Jennafort, RI 42819",3977556096
PRV0485,Kennedy Group,Primary Care,Travis,"Unit 5502 Box 1683, DPO AP 99935",3964097592
PRV0486,"Cole, Cantu and Fisher",Pediatrics,Bexar,"06402 Cole Mall Apt. 469, Brianmouth, GU 81881",8188896478
PRV0487,Hernandez Ltd,Primary Care,Dallas,"98603 Amber Dam, South Isaiahchester, NJ 87710",190907134
PRV0488,Barnes-Mullins,Primary Care,Hays,"Unit 8131 Box 3453, DPO AP 55529",5627154846
PRV0489,Ochoa Inc,Pediatrics,Williamson,"23523 Cole Squares, Anthonyshire, CO 97263",5538895255
PRV0490,Gonzalez-Rodriguez,Nutritionist,Travis,"040 Joseph Courts Suite 981, Ibarrabury, MO 24402",9125819478
PRV0491,Parrish-Matthews,Mental Health,Travis,"2868 Wilson Crest, North Amyfort, AR 74618",2482421149
PRV0492,"Ford, Ferguson and Wilson",Pediatrics,Tarrant,"57165 Webb Highway Apt. 722, Davisbury, MH 44717",2833073288
PRV0493,Mendoza-Lara,Specialist,Harris,"54164 Williams Junctions, Knappfurt, MH 31991",8849612383
PRV0494,"Campbell, Moss and Weaver",Mental Health,Dallas,"857 Margaret Vista Apt. 396, Owensburgh, MS 52798",2327685380
PRV0495,Richardson-Dominguez,Primary Care,El Paso,"02304 Roberts Junctions, Laurenstad, NM 47428",7304209660
PRV0496,Spears-Ayers,Specialist,Travis,"37183 Wilson Hollow, West Nicole, ID 68716",4848876834
PRV0497,Bush-Becker,Primary Care,Travis,"8301 Oscar Valley Suite 226, Port Nathaniel, PA 13915",2122944611
PRV0498,"Graham, Hernandez and Cross",Primary Care,Williamson,"2024 Richard Mission, Fernandezbury, RI 14479",5924013194
PRV0499,Davis LLC,Specialist,Tarrant,"350 Adams Viaduct, Jerrychester, UT 45379",7435336755
PRV0500,Jackson Inc,Primary Care,El Paso,"81746 Kevin Crescent Apt. 688, Matthewfurt, ND 80635",9495332035
